# Simulation 1 (Up to date)
# 641 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.29,406.174,421.174,12.542,12.835,-10.172,10.175,35.188,0.013,35.188,89.978,2.726,0.225,59.75,17.151,0.326,-3.42e-6,6.002,0.009,64.324,89.973,1203.52,107.52,0.456,0.007,9.818,129.669,98.494,3.068,0,0,0.501,0.54,0.313,0.107,0.12,0.54,0.063,0.118,3.703e-5,0,0,0,0,0.075,3.391,90,12.262,963.853,0.001,338.73,0.041,1.595e6,10.16,81.073,0.003,0.09,0.001
# Event EJECTION_CHARGE occurred at t=7.293 seconds
7.293,406.209,421.209,12.513,12.807,-10.167,10.169,35.196,0.013,35.196,89.978,2.726,0.234,59.75,17.151,0.396,-3.42e-6,6.007,0.006,64.307,89.973,1203.52,107.52,0.456,0.007,9.818,129.581,98.494,3.06,0,0,0.5,0.54,0.313,0.107,0.12,0.54,0.076,0.159,1.639e-4,0,0,0,0,0.075,3.401,90,12.262,963.849,0.001,338.73,0.041,1.593e6,10.16,81.073,0.003,0.091,0.001
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=7.294 seconds
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=7.294 seconds
7.296,406.24,421.24,12.488,12.782,-94.631,103.4,35.202,0.013,35.202,89.978,2.725,41.673,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,113.73,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.411,90,12.262,963.846,0.001,338.73,0.041,1.591e6,10.16,81.073,0.01,0.334,9.995e-4
7.305,406.357,421.357,11.573,11.803,-82.839,90.461,35.227,0.013,35.227,89.978,2.322,36.344,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,98.165,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.438,90,12.261,963.832,0.001,338.729,0.038,1.478e6,10.16,81.073,0.011,0.335,9.149e-4
7.316,406.48,421.48,10.657,10.828,-71.918,78.457,35.25,0.014,35.25,89.978,1.92,31.358,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,83.727,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.461,90,12.26,963.817,0.001,338.729,0.035,1.365e6,10.16,81.073,0.013,0.335,8.312e-4
7.329,406.61,421.61,9.74,9.858,-61.888,67.43,35.272,0.014,35.272,89.978,1.521,26.772,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,70.465,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.487,90,12.26,963.802,0.001,338.728,0.032,1.252e6,10.16,81.073,0.015,0.335,7.489e-4
7.344,406.747,421.747,8.822,8.894,-52.746,57.379,35.292,0.014,35.292,89.978,1.124,22.587,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,58.38,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.518,90,12.259,963.786,0.001,338.728,0.029,1.14e6,10.16,81.073,0.017,0.335,6.683e-4
7.361,406.893,421.893,7.903,7.937,-44.406,48.121,35.308,0.014,35.308,89.978,0.73,18.539,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,47.23,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.506,90,12.258,963.769,0.001,338.727,0.026,1.025e6,10.16,81.073,0.021,0.335,5.901e-4
7.382,407.048,422.048,6.98,6.989,-36.902,39.744,35.319,0.014,35.319,89.978,0.345,14.76,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,37.122,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.459,90,12.257,963.751,0.001,338.726,0.023,9.087e5,10.16,81.073,0.025,0.335,5.151e-4
7.407,407.212,422.212,6.052,6.052,-30.404,32.598,35.323,0.014,35.323,89.978,0.027,11.758,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,28.532,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.483,90,12.256,963.732,0.001,338.726,0.021,7.967e5,10.16,81.073,0.031,0.335,4.444e-4
7.438,407.383,422.383,5.119,5.134,-25.133,27.081,35.317,0.014,35.317,89.978,0.387,10.087,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,22.07,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.759,90,12.255,963.712,0.001,338.725,0.018,7.007e5,10.16,81.073,0.037,0.335,3.801e-4
7.475,407.555,422.555,4.191,4.259,-20.736,22.453,35.296,0.014,35.296,89.978,0.76,8.611,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,16.736,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.065,90,12.253,963.691,0.001,338.724,0.016,6.102e5,10.16,81.073,0.045,0.336,3.271e-4
7.519,407.721,422.721,3.268,3.462,-17.094,18.507,35.253,0.014,35.253,89.977,1.143,7.093,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.229,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.328,90,12.252,963.672,0.001,338.724,0.013,5.216e5,10.16,81.073,0.054,0.336,2.922e-4
7.573,407.873,422.873,2.344,2.797,-14.057,14.986,35.181,0.014,35.181,89.977,1.527,5.193,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,8.068,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.397,90,12.251,963.654,0.001,338.723,0.011,4.236e5,10.16,81.073,0.067,0.336,2.814e-4
7.64,407.998,422.998,1.406,2.342,-11.827,12.385,35.068,0.014,35.068,89.977,1.873,3.673,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,5.039,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.443,90,12.251,963.639,0.001,338.723,0.009,3.348e5,10.16,81.073,0.081,0.336,2.92e-4
7.721,408.073,423.073,0.451,2.216,-10.403,10.946,34.905,0.014,34.905,89.977,2.17,3.404,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,4.157,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.791,90,12.25,963.631,0.001,338.722,0.008,3.041e5,10.16,81.073,0.043,0.336,3.181e-4
# Event APOGEE occurred at t=7.764 seconds
7.764,408.082,423.082,0,2.317,-9.818,10.364,34.807,0.014,34.807,89.977,2.317,3.321,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,3.997,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.926,90,12.25,963.63,0.001,338.722,0.008,2.982e5,10.16,81.073,0.096,0.336,3.379e-4
7.861,408.037,423.037,-0.947,2.803,-8.594,9.167,34.568,0.014,34.568,89.977,2.638,3.191,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,4.113,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.108,90,12.25,963.635,0.001,338.723,0.008,3.025e5,10.16,81.073,0.109,0.336,3.909e-4
7.97,407.882,422.882,-1.885,3.531,-7.108,7.817,34.262,0.014,34.262,89.976,2.986,3.254,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,5.096,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.249,90,12.251,963.653,0.001,338.723,0.009,3.367e5,10.16,81.073,0.128,0.336,4.569e-4
8.098,407.583,422.583,-2.794,4.402,-5.351,6.008,33.853,0.014,33.853,89.976,3.402,2.732,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,6.302,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.111,90,12.253,963.688,0.001,338.724,0.01,3.744e5,10.16,81.073,0.166,0.337,5.369e-4
8.264,407.044,422.044,-3.685,5.334,-2.7,3.881,33.249,0.014,33.249,89.975,3.857,2.788,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,9.199,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3,90,12.257,963.751,0.001,338.726,0.012,4.524e5,10.16,81.073,0.258,0.337,6.242e-4
8.522,406.005,421.005,-4.38,6.334,-0.315,1.653,32.163,0.014,32.163,89.974,4.575,1.623,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.601,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.323,90,12.263,963.873,0.001,338.731,0.013,5.08e5,10.16,81.073,0.234,0.337,7.408e-4
8.756,404.972,419.972,-4.454,6.662,-0.13,0.227,31.049,0.014,31.049,89.974,4.954,0.187,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.661,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.04,90,12.27,963.994,0.001,338.735,0.013,5.094e5,10.16,81.073,0.23,0.337,7.932e-4
8.986,403.944,418.944,-4.484,6.714,0.003,0.248,29.904,0.014,29.904,89.973,4.997,0.248,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.822,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.884,90,12.277,964.115,0.001,338.739,0.013,5.129e5,10.16,81.073,0.228,0.337,7.998e-4
9.214,402.92,417.92,-4.483,6.672,0.007,0.413,28.77,0.014,28.77,89.972,4.941,0.413,59.75,17.151,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.834,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.752,90,12.284,964.235,0.001,338.743,0.013,5.131e5,10.16,81.073,0.228,0.337,7.923e-4
9.442,401.897,416.897,-4.482,6.601,0.192,2.039,27.652,0.014,27.652,89.971,4.846,2.03,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.292,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.755,90,12.29,964.355,0.001,338.747,0.014,5.23e5,10.16,81.073,0.228,0.337,7.797e-4
9.671,400.878,415.878,-4.438,6.92,-0.195,0.314,26.492,0.014,26.492,89.969,5.31,0.246,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.585,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.197,90,12.297,964.475,0.001,338.751,0.013,5.078e5,10.16,81.073,0.231,0.337,8.403e-4
9.901,399.849,414.849,-4.483,6.906,0.114,1.531,25.274,0.014,25.274,89.968,5.253,1.526,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.093,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.564,90,12.303,964.595,0.001,338.755,0.013,5.188e5,10.16,81.073,0.228,0.337,8.339e-4
10.13,398.828,413.828,-4.457,6.627,-0.089,0.703,24.114,0.014,24.114,89.967,4.905,0.698,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.738,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.224,90,12.31,964.715,0.001,338.759,0.013,5.111e5,10.16,81.073,0.23,0.337,7.867e-4
10.359,397.802,412.802,-4.477,6.76,0.086,1.485,22.969,0.014,22.969,89.965,5.065,1.483,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.051,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.736,90,12.317,964.835,0.001,338.763,0.013,5.179e5,10.16,81.073,0.229,0.337,8.086e-4
10.588,396.781,411.781,-4.458,7.005,-0.084,0.684,21.773,0.014,21.773,89.964,5.404,0.679,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.742,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.093,90,12.323,964.955,0.001,338.767,0.013,5.113e5,10.16,81.073,0.23,0.337,8.534e-4
10.818,395.755,410.755,-4.477,6.898,0.005,0.735,20.55,0.014,20.55,89.962,5.248,0.735,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.854,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.913,90,12.33,965.075,0.001,338.771,0.013,5.137e5,10.16,81.073,0.229,0.337,8.331e-4
11.046,394.732,409.732,-4.476,6.771,0.043,1.177,19.37,0.014,19.37,89.959,5.08,1.176,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.951,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.614,90,12.337,965.195,0.001,338.775,0.013,5.158e5,10.16,81.073,0.229,0.338,8.106e-4
11.275,393.71,408.71,-4.466,6.968,-0.053,0.543,18.178,0.014,18.178,89.957,5.349,0.54,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.769,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.596,90,12.343,965.315,0.001,338.779,0.013,5.119e5,10.16,81.073,0.229,0.338,8.463e-4
11.504,392.686,407.686,-4.478,7.072,-0.012,0.192,16.938,0.014,16.938,89.954,5.473,0.192,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.803,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.385,90,12.35,965.435,0.001,338.783,0.013,5.127e5,10.16,81.073,0.228,0.338,8.633e-4
11.732,391.662,406.662,-4.481,7.039,0.011,0.484,15.693,0.014,15.693,89.951,5.429,0.484,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.843,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.65,90,12.357,965.555,0.001,338.787,0.013,5.135e5,10.16,81.073,0.228,0.338,8.575e-4
11.96,390.64,405.64,-4.479,7.123,-0.003,0.4,14.442,0.013,14.442,89.947,5.539,0.4,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.822,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.357,90,12.363,965.675,0.001,338.791,0.013,5.131e5,10.16,81.073,0.228,0.338,8.723e-4
12.189,389.617,404.617,-4.479,7.053,-0.002,0.328,13.187,0.013,13.187,89.942,5.448,0.328,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.82,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.598,90,12.37,965.795,0.001,338.795,0.013,5.131e5,10.16,81.073,0.228,0.338,8.6e-4
12.417,388.594,403.594,-4.48,7.111,0.005,0.433,11.935,0.013,11.935,89.936,5.523,0.433,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.833,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.326,90,12.377,965.915,0.001,338.799,0.013,5.134e5,10.16,81.073,0.228,0.338,8.701e-4
12.645,387.572,402.572,-4.479,7.034,-0.007,0.153,10.685,0.013,10.685,89.929,5.424,0.153,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.808,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.354,90,12.383,966.035,0.001,338.803,0.013,5.128e5,10.16,81.073,0.228,0.338,8.568e-4
12.874,386.549,401.549,-4.48,7.008,0.058,1.075,9.451,0.013,9.451,89.92,5.389,1.074,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.955,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.902,90,12.39,966.155,0.001,338.807,0.013,5.16e5,10.16,81.073,0.228,0.338,8.521e-4
13.102,385.528,400.528,-4.467,6.813,-0.054,0.228,8.249,0.013,8.249,89.909,5.144,0.221,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.753,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.246,90,12.397,966.275,0.001,338.811,0.013,5.117e5,10.16,81.073,0.229,0.338,8.189e-4
13.331,384.505,399.505,-4.48,6.859,-0.001,0.047,7.066,0.013,7.066,89.895,5.195,0.047,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.814,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.216,90,12.403,966.395,0.001,338.815,0.013,5.13e5,10.16,81.073,0.228,0.338,8.26e-4
13.559,383.483,398.483,-4.48,6.868,8.881e-4,0.016,5.88,0.013,5.88,89.874,5.205,0.016,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.816,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.198,90,12.41,966.515,0.001,338.819,0.013,5.131e5,10.16,81.073,0.228,0.338,8.274e-4
13.787,382.461,397.461,-4.48,6.865,0.051,0.998,4.693,0.013,4.693,89.843,5.202,0.997,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.937,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.654,90,12.417,966.635,0.001,338.823,0.013,5.157e5,10.16,81.073,0.228,0.338,8.269e-4
14.015,381.44,396.44,-4.468,7.031,0.01,1.078,3.48,0.013,3.48,89.789,5.429,1.078,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.898,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.939,90,12.423,966.754,0.001,338.827,0.013,5.149e5,10.16,81.073,0.229,0.339,8.571e-4
14.244,380.418,395.418,-4.466,6.841,-0.047,0.461,2.267,0.013,2.267,89.678,5.183,0.459,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.772,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.392,90,12.43,966.874,0.001,338.831,0.013,5.122e5,10.16,81.073,0.229,0.339,8.24e-4
14.473,379.396,394.396,-4.477,6.928,0.011,0.634,1.069,0.013,1.069,89.321,5.288,0.634,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.853,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.999,90,12.436,966.994,0.001,338.835,0.013,5.139e5,10.16,81.073,0.228,0.339,8.383e-4
14.701,378.374,393.374,-4.474,6.817,0.027,0.959,-0.121,0.013,0.122,275.929,5.143,0.958,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.904,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.707,90,12.443,967.114,0.001,338.839,0.013,5.151e5,10.16,81.073,0.228,0.339,8.189e-4
14.929,377.353,392.353,-4.468,6.649,0.045,1.348,-1.27,0.013,1.271,270.565,4.924,1.347,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.98,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.534,90,12.45,967.234,0.001,338.843,0.013,5.167e5,10.16,81.073,0.229,0.339,7.896e-4
15.158,376.333,391.333,-4.458,6.873,-0.088,0.183,-2.431,0.012,2.431,270.294,5.232,0.16,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.711,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.306,90,12.456,967.353,0.001,338.847,0.013,5.109e5,10.16,81.073,0.229,0.339,8.303e-4
15.387,375.31,390.31,-4.478,6.914,0.158,1.804,-3.634,0.012,3.634,270.195,5.269,1.797,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12.199,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.462,90,12.463,967.473,0.001,338.851,0.013,5.215e5,10.16,81.073,0.228,0.339,8.358e-4
15.615,374.292,389.292,-4.442,6.583,-0.131,0.719,-4.789,0.012,4.789,270.147,4.859,0.707,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.689,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.183,90,12.47,967.593,0.001,338.855,0.013,5.105e5,10.16,81.073,0.23,0.339,7.801e-4
15.845,373.268,388.268,-4.472,6.724,-0.011,0.502,-5.925,0.012,5.925,270.118,5.021,0.501,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.817,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.793,90,12.476,967.713,0.001,338.86,0.013,5.133e5,10.16,81.073,0.228,0.339,8.026e-4
16.073,372.247,387.247,-4.474,6.641,-0.01,0.19,-7.058,0.012,7.058,270.099,4.907,0.189,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.806,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.993,90,12.483,967.832,0.001,338.864,0.013,5.13e5,10.16,81.073,0.228,0.339,7.875e-4
16.301,371.225,386.225,-4.477,6.674,0.006,0.375,-8.182,0.012,8.182,270.085,4.95,0.375,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.832,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.121,90,12.49,967.952,0.001,338.868,0.013,5.136e5,10.16,81.073,0.228,0.339,7.933e-4
16.529,370.205,385.205,-4.475,6.737,0.073,1.262,-9.321,0.012,9.321,270.074,5.036,1.26,59.75,17.15,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,12,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.466,90,12.496,968.072,0.001,338.872,0.013,5.173e5,10.16,81.073,0.228,0.339,8.046e-4
